level_0,index,# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native),token,date,chain,supply_ntv
5855,7257,2604.0,21895.0,537.0,536.0,631.0,170563379.8,863252641.3,7753089.198,-2625949.044,115691381.2,USDC.e,2021-09-01,avalanche,115691381.2
5861,7256,2752.0,24647.0,600.0,595.0,695.0,240238365.2,1103491007.0,3935534.313,-2760821.281,116866094.2,USDC.e,2021-09-02,avalanche,116866094.2
5902,7255,3014.0,27661.0,606.0,625.0,725.0,151787515.5,1255278522.0,13850111.62,-1440702.724,129275503.1,USDC.e,2021-09-03,avalanche,129275503.1
5927,7254,2280.0,29941.0,463.0,488.0,572.0,151680029.4,1406958551.0,13329621.17,-7358540.827,135246583.4,USDC.e,2021-09-04,avalanche,135246583.4
5948,7253,2139.0,32080.0,445.0,468.0,553.0,75319305.9,1482277857.0,1827366.291,-5605238.041,131468711.7,USDC.e,2021-09-05,avalanche,131468711.7
5968,7252,3180.0,35260.0,599.0,615.0,709.0,224357837.1,1706635694.0,2767500.927,-18066950.24,116169262.4,USDC.e,2021-09-06,avalanche,116169262.4
5982,7251,4797.0,40057.0,704.0,713.0,852.0,323949119.9,2030584814.0,3761220.427,-15086081.13,104844401.7,USDC.e,2021-09-07,avalanche,104844401.7
6020,7250,3552.0,43609.0,593.0,616.0,722.0,323811505.7,2354396320.0,52619753.63,-2302667.14,155161488.2,USDC.e,2021-09-08,avalanche,155161488.2
6039,7249,4179.0,47788.0,637.0,681.0,785.0,183939426.3,2538335746.0,5218822.446,-14985021.35,145395289.3,USDC.e,2021-09-09,avalanche,145395289.3
6050,7248,6032.0,53820.0,748.0,827.0,921.0,242268853.7,2780604600.0,14222635.02,-10843749.15,148774175.1,USDC.e,2021-09-10,avalanche,148774175.1
6094,7247,7579.0,61399.0,1205.0,1466.0,1583.0,135838604.3,2916443204.0,8143278.096,-2225415.299,154692037.9,USDC.e,2021-09-11,avalanche,154692037.9
6104,7246,9182.0,70581.0,1507.0,1739.0,1950.0,299939903.9,3216383108.0,20817654.04,-1915910.244,173593781.7,USDC.e,2021-09-12,avalanche,173593781.7
6122,7245,7743.0,78324.0,1118.0,1206.0,1459.0,214339464.6,3430722573.0,7191896.779,-2552713.424,178232965.1,USDC.e,2021-09-13,avalanche,178232965.1
6152,7244,5921.0,84245.0,1016.0,1038.0,1254.0,152589388.2,3583311961.0,40938663.38,-2999688.173,216171940.3,USDC.e,2021-09-14,avalanche,216171940.3
6180,7243,5823.0,90068.0,1141.0,1136.0,1351.0,241588796.8,3824900758.0,8614005.237,-5018910.88,219767034.6,USDC.e,2021-09-15,avalanche,219767034.6
6210,7242,7490.0,97558.0,1331.0,1542.0,1732.0,268890507.6,4093791265.0,19257753.95,-3049468.648,235975319.9,USDC.e,2021-09-16,avalanche,235975319.9
6236,7241,6879.0,104437.0,1310.0,1434.0,1655.0,370879160.0,4464670425.0,22441750.81,-4626634.803,253790435.9,USDC.e,2021-09-17,avalanche,253790435.9
6245,7240,8587.0,113024.0,1718.0,1868.0,2087.0,424676455.8,4889346881.0,22585981.04,-2644358.342,273732058.6,USDC.e,2021-09-18,avalanche,273732058.6
6275,7239,8291.0,121315.0,1554.0,1715.0,1952.0,505207180.0,5394554061.0,34110415.59,-3925453.241,303917021.0,USDC.e,2021-09-19,avalanche,303917021.0
6293,7238,12183.0,133498.0,1791.0,1973.0,2305.0,429494469.7,5824048531.0,15915084.03,-17144112.46,302687992.6,USDC.e,2021-09-20,avalanche,302687992.6
6334,7237,11434.0,144932.0,1614.0,1740.0,2114.0,286347071.9,6110395603.0,19390416.69,-13210694.12,308867715.1,USDC.e,2021-09-21,avalanche,308867715.1
6338,7236,9679.0,154611.0,1671.0,1677.0,2074.0,243858401.1,6354254004.0,31541605.82,-15626064.21,324783256.7,USDC.e,2021-09-22,avalanche,324783256.7
6361,7235,9223.0,163834.0,1752.0,1892.0,2228.0,255860556.2,6610114560.0,73941818.11,-7565662.389,391159412.5,USDC.e,2021-09-23,avalanche,391159412.5
6405,7234,10563.0,174397.0,1827.0,1866.0,2253.0,303641392.3,6913755952.0,30453532.33,-8644373.622,412968571.2,USDC.e,2021-09-24,avalanche,412968571.2
6427,7233,10929.0,185326.0,1734.0,1830.0,2107.0,153799798.3,7067555751.0,9442212.357,-5667091.154,416743692.4,USDC.e,2021-09-25,avalanche,416743692.4
6436,7232,8929.0,194255.0,1602.0,1646.0,1949.0,129790012.5,7197345763.0,7229861.338,-11222323.75,412751230.0,USDC.e,2021-09-26,avalanche,412751230.0
6460,7231,8889.0,203144.0,1740.0,1780.0,2132.0,121198025.3,7318543789.0,13881490.49,-5532418.439,421100302.0,USDC.e,2021-09-27,avalanche,421100302.0
6494,7230,10461.0,213605.0,1884.0,1951.0,2271.0,208973512.9,7527517302.0,15281908.17,-4468524.885,431913685.3,USDC.e,2021-09-28,avalanche,431913685.3
6515,7229,11516.0,225121.0,2023.0,2048.0,2438.0,172986484.2,7700503786.0,16233172.65,-11758253.76,436388604.2,USDC.e,2021-09-29,avalanche,436388604.2
6529,7228,9747.0,234868.0,1892.0,1916.0,2289.0,174462380.3,7874966166.0,14812292.07,-9440926.936,441759969.3,USDC.e,2021-09-30,avalanche,441759969.3
6565,7227,15085.0,249953.0,2185.0,2177.0,2567.0,151445698.8,8026411865.0,12719821.83,-8954214.88,445525576.2,USDC.e,2021-10-01,avalanche,445525576.2
6585,7226,10506.0,260459.0,1822.0,1914.0,2228.0,117669610.4,8144081475.0,12507042.06,-7380312.067,450652306.2,USDC.e,2021-10-02,avalanche,450652306.2
6601,7225,8714.0,269173.0,1607.0,1655.0,2001.0,105298320.8,8249379796.0,2258060.824,-10626557.55,442283809.5,USDC.e,2021-10-03,avalanche,442283809.5
6625,7224,19745.0,288918.0,3307.0,3353.0,3788.0,1134050194.0,9383429990.0,75813974.73,-116923396.8,401174387.4,USDC.e,2021-10-04,avalanche,401174387.4
6662,7223,19467.0,308385.0,3488.0,3499.0,4016.0,658601656.8,10042031646.0,37213168.12,-23625097.58,414762458.0,USDC.e,2021-10-05,avalanche,414762458.0
6678,7222,20372.0,328757.0,3516.0,3553.0,4058.0,696507209.9,10738538856.0,45113866.31,-38472696.74,421403627.5,USDC.e,2021-10-06,avalanche,421403627.5
6710,7221,17240.0,345997.0,2991.0,3035.0,3468.0,682153599.8,11420692456.0,58299349.29,-25081753.24,454621223.6,USDC.e,2021-10-07,avalanche,454621223.6
6738,7220,18139.0,364136.0,3166.0,3311.0,3737.0,925561836.1,12346254292.0,83642960.46,-14358515.84,523905668.2,USDC.e,2021-10-08,avalanche,523905668.2
6762,7219,11554.0,375690.0,2394.0,2486.0,2859.0,592843753.7,12939098046.0,32154134.86,-10198686.57,545861116.5,USDC.e,2021-10-09,avalanche,545861116.5
6775,7218,12383.0,388073.0,2258.0,2446.0,2755.0,395378282.4,13334476328.0,15607860.74,-6019296.909,555449680.3,USDC.e,2021-10-10,avalanche,555449680.3
6794,7217,15741.0,403814.0,2652.0,2707.0,3123.0,1130937725.0,14465414053.0,56229417.15,-19919537.93,591759559.6,USDC.e,2021-10-11,avalanche,591759559.6
6839,7216,18486.0,422300.0,2811.0,2928.0,3281.0,1742155284.0,16207569337.0,58258428.64,-53838980.83,596179007.4,USDC.e,2021-10-12,avalanche,596179007.4
6848,7215,12655.0,434955.0,2210.0,2276.0,2631.0,1499364873.0,17706934211.0,44889185.6,-30680754.65,610387438.3,USDC.e,2021-10-13,avalanche,610387438.3
6882,7214,12857.0,447812.0,2393.0,2479.0,2835.0,911187755.5,18618121966.0,56243434.36,-13549701.48,653081171.2,USDC.e,2021-10-14,avalanche,653081171.2
6896,7213,15217.0,463029.0,2542.0,2604.0,2992.0,1032518900.0,19650640866.0,64473964.64,-15482276.89,702072859.0,USDC.e,2021-10-15,avalanche,702072859.0
6922,7212,16853.0,479882.0,2520.0,2665.0,2956.0,844132032.1,20494772899.0,11006677.22,-27114575.32,685964960.9,USDC.e,2021-10-16,avalanche,685964960.9
6943,7211,13652.0,493534.0,2282.0,2429.0,2740.0,740413108.0,21235186006.0,5048313.289,-18326515.66,672686758.5,USDC.e,2021-10-17,avalanche,672686758.5
6966,7210,14658.0,508192.0,2778.0,2914.0,3267.0,930550430.4,22165736437.0,14504706.1,-33321519.94,653869944.7,USDC.e,2021-10-18,avalanche,653869944.7
6988,7209,12885.0,521077.0,2420.0,2611.0,2946.0,665830164.8,22831566602.0,17211085.56,-33163233.7,637917796.5,USDC.e,2021-10-19,avalanche,637917796.5
7021,7208,17406.0,538483.0,3058.0,3164.0,3578.0,1340801301.0,24172367903.0,38163998.84,-30442777.72,645639017.6,USDC.e,2021-10-20,avalanche,645639017.6
7043,7207,20478.0,558961.0,3279.0,3494.0,3876.0,1406109064.0,25578476967.0,50689022.44,-50339909.39,645988130.7,USDC.e,2021-10-21,avalanche,645988130.7
7076,7206,22902.0,581863.0,3580.0,3942.0,4365.0,959385640.6,26537862607.0,22725639.72,-12294607.57,656419162.8,USDC.e,2021-10-22,avalanche,656419162.8
7091,7205,18538.0,600401.0,3150.0,3355.0,3785.0,1580003051.0,28117865659.0,26993271.07,-12017655.56,671394778.3,USDC.e,2021-10-23,avalanche,671394778.3
7110,7204,14655.0,615056.0,2707.0,2890.0,3279.0,1091536551.0,29209402209.0,7191032.685,-47415554.21,631170256.8,USDC.e,2021-10-24,avalanche,631170256.8
7133,7203,16848.0,631904.0,3370.0,3516.0,3995.0,1451757564.0,30661159773.0,44104610.05,-12654590.51,662620276.4,USDC.e,2021-10-25,avalanche,662620276.4
7155,7202,23637.0,655541.0,4035.0,4442.0,4929.0,1882662730.0,32543822504.0,24550778.29,-19144723.9,668026330.7,USDC.e,2021-10-26,avalanche,668026330.7
7179,7201,22408.0,677949.0,3481.0,3565.0,4158.0,2905682094.0,35449504597.0,17205734.0,-19114558.37,666117506.4,USDC.e,2021-10-27,avalanche,666117506.4
7217,7200,18051.0,696000.0,3272.0,3217.0,3799.0,1247858023.0,36697362621.0,24023524.44,-12168825.26,677972205.6,USDC.e,2021-10-28,avalanche,677972205.6
7243,7199,17180.0,713180.0,3044.0,3196.0,3671.0,1546595986.0,38243958606.0,54310971.98,-69404886.44,662878291.1,USDC.e,2021-10-29,avalanche,662878291.1
7264,7198,14094.0,727274.0,2750.0,2890.0,3333.0,846908119.8,39090866726.0,20469328.11,-15250351.68,668097267.5,USDC.e,2021-10-30,avalanche,668097267.5
7278,7197,14901.0,742175.0,2657.0,2711.0,3201.0,1229984402.0,40320851128.0,8120920.159,-28038400.77,648179786.9,USDC.e,2021-10-31,avalanche,648179786.9
7313,7196,17079.0,759254.0,2735.0,2941.0,3367.0,1655328724.0,41976179852.0,25366359.3,-22589658.54,650956487.7,USDC.e,2021-11-01,avalanche,650956487.7
7340,7195,19546.0,778800.0,3216.0,3436.0,3916.0,1060266207.0,43036446059.0,23432796.31,-17713030.51,656676253.5,USDC.e,2021-11-02,avalanche,656676253.5
7347,7194,21271.0,800071.0,3444.0,3778.0,4264.0,1314585947.0,44351032006.0,30293356.62,-65932077.43,621037532.7,USDC.e,2021-11-03,avalanche,621037532.7
7383,7193,22304.0,822375.0,3558.0,3978.0,4430.0,1183095984.0,45534127990.0,45384119.56,-14961240.02,651460412.2,USDC.e,2021-11-04,avalanche,651460412.2
7411,7192,17960.0,840335.0,3227.0,3500.0,4065.0,732461642.5,46266589632.0,13848450.7,-25112538.09,640196324.8,USDC.e,2021-11-05,avalanche,640196324.8
7438,7191,19133.0,859468.0,2777.0,2927.0,3450.0,7868507235.0,54135096867.0,21446736.16,-9340625.659,652302435.3,USDC.e,2021-11-06,avalanche,652302435.3
7440,7190,23611.0,883079.0,3642.0,4061.0,4536.0,1267809271.0,55402906138.0,21569381.6,-14946091.61,658925725.3,USDC.e,2021-11-07,avalanche,658925725.3
7486,7189,38113.0,921192.0,5700.0,6035.0,6781.0,2943981445.0,58346887583.0,179936076.5,-15676121.31,823185680.5,USDC.e,2021-11-08,avalanche,823185680.5
7502,7188,24377.0,945569.0,4657.0,4987.0,5708.0,2231869031.0,60578756614.0,83223800.18,-26596196.41,879813284.3,USDC.e,2021-11-09,avalanche,879813284.3
7529,7187,28295.0,973864.0,5119.0,5198.0,6164.0,2048687464.0,62627444077.0,24666234.03,-56664180.67,847815337.6,USDC.e,2021-11-10,avalanche,847815337.6
7558,7186,23487.0,997351.0,4900.0,5228.0,6189.0,1391200066.0,64018644143.0,29371143.16,-42799388.88,834387091.9,USDC.e,2021-11-11,avalanche,834387091.9
7579,7185,23939.0,1021290.0,4295.0,4437.0,5222.0,1203722669.0,65222366812.0,32793916.19,-19364143.47,847816864.6,USDC.e,2021-11-12,avalanche,847816864.6
7603,7184,24610.0,1045900.0,4684.0,4898.0,5843.0,1234515145.0,66456881957.0,27897066.07,-32084114.74,843629815.9,USDC.e,2021-11-13,avalanche,843629815.9
7630,7183,23834.0,1069734.0,4469.0,4782.0,5553.0,1219908060.0,67676790016.0,19391513.44,-17824917.05,845196412.3,USDC.e,2021-11-14,avalanche,845196412.3
7646,7182,28785.0,1098519.0,5454.0,5710.0,6561.0,1443036935.0,69119826951.0,29420568.46,-30793304.54,843823676.3,USDC.e,2021-11-15,avalanche,843823676.3
7666,7181,32050.0,1130569.0,5116.0,5317.0,6163.0,2366067635.0,71485894586.0,129379431.9,-25576113.15,947626995.0,USDC.e,2021-11-16,avalanche,947626995.0
7702,7180,32688.0,1163257.0,5534.0,5938.0,6771.0,1476706250.0,72962600836.0,59184677.72,-17439876.51,989371796.2,USDC.e,2021-11-17,avalanche,989371796.2
7707,7179,32644.0,1195901.0,6190.0,6395.0,7440.0,1583625686.0,74546226522.0,71511139.67,-54223997.22,1006658939.0,USDC.e,2021-11-18,avalanche,1006658939.0
7728,7178,26245.0,1222146.0,5264.0,5367.0,6283.0,1061127047.0,75607353569.0,35516283.96,-17788867.79,1024386355.0,USDC.e,2021-11-19,avalanche,1024386355.0
7768,7177,30481.0,1252627.0,5720.0,6488.0,7248.0,1650403230.0,77257756799.0,134554443.3,-38220191.66,1120720606.0,USDC.e,2021-11-20,avalanche,1120720606.0
7782,7176,36321.0,1288948.0,6518.0,7156.0,8095.0,2208446584.0,79466203383.0,90486973.95,-25606657.17,1185600923.0,USDC.e,2021-11-21,avalanche,1185600923.0
7822,7175,32465.0,1321413.0,6260.0,6705.0,7818.0,2295893026.0,81762096409.0,75757941.65,-25313079.47,1236045785.0,USDC.e,2021-11-22,avalanche,1236045785.0
7826,7174,31516.0,1352929.0,6639.0,6736.0,7990.0,2296897273.0,84058993682.0,51138950.54,-40831449.72,1246353286.0,USDC.e,2021-11-23,avalanche,1246353286.0
7856,7173,32084.0,1385013.0,6468.0,6513.0,7730.0,3072120864.0,87131114546.0,179620753.0,-29351361.16,1396622678.0,USDC.e,2021-11-24,avalanche,1396622678.0
7888,7172,32202.0,1417215.0,5747.0,6008.0,7030.0,2266832101.0,89397946647.0,95053419.08,-67169614.26,1424506483.0,USDC.e,2021-11-25,avalanche,1424506483.0
7896,7171,37450.0,1454665.0,6509.0,6805.0,8051.0,2513727286.0,91911673933.0,47610142.93,-44709725.47,1427406900.0,USDC.e,2021-11-26,avalanche,1427406900.0
7930,7170,27516.0,1482181.0,5140.0,5358.0,6322.0,2343322758.0,94254996692.0,48564017.77,-36393213.34,1439577705.0,USDC.e,2021-11-27,avalanche,1439577705.0
7967,7169,25708.0,1507889.0,4815.0,5128.0,6034.0,1564719168.0,95819715859.0,24150850.97,-39544667.88,1424183888.0,USDC.e,2021-11-28,avalanche,1424183888.0
7983,7168,25433.0,1533322.0,5347.0,5583.0,6604.0,1647884521.0,97467600380.0,27054678.47,-20145146.98,1431093419.0,USDC.e,2021-11-29,avalanche,1431093419.0
7994,7167,28980.0,1562302.0,5403.0,5719.0,6630.0,1949648985.0,99417249366.0,54194164.39,-49865168.66,1435422415.0,USDC.e,2021-11-30,avalanche,1435422415.0
8039,7166,26317.0,1588619.0,5566.0,5862.0,6750.0,2539964083.0,101957000000.0,84761958.92,-40015177.05,1480169197.0,USDC.e,2021-12-01,avalanche,1480169197.0
8049,7165,38186.0,1626805.0,6154.0,8352.0,9233.0,2197570157.0,104155000000.0,63839077.5,-43000786.42,1501007488.0,USDC.e,2021-12-02,avalanche,1501007488.0
8075,7164,37418.0,1664223.0,6658.0,8895.0,9963.0,2068235750.0,106223000000.0,42126644.3,-36049678.98,1507084453.0,USDC.e,2021-12-03,avalanche,1507084453.0
